"";"id";"part_index";"parent_id";"title";"type";"course_id";"obsels";"max.duration";"size";"nb_img";"vid_length";"Readers"
"33";3691406;0;3657056;"Icône et splashscreen";"title-3";3013711;0;NA;0;0;0;0
"34";3860377;0;3657061;"Création d'un nouveau projet";"title-3";3013711;0;NA;0;0;0;0
"35";3860380;0;3657061;"Arborescence du projet";"title-3";3013711;0;NA;0;0;0;0
"36";3867535;0;3657061;"Les fichiers de configuration";"title-3";3013711;0;NA;0;0;0;0
"37";3867540;0;3657061;"Dossiers créés par Ionic";"title-3";3013711;0;NA;0;0;0;0
"38";3867699;0;3657061;"Où est définie notre application ?";"title-3";3013711;0;NA;0;0;0;0
"39";3900537;0;3657091;"Rôle de l'application";"title-3";3013711;0;NA;0;0;0;0
"40";3900551;0;3657091;"Démarrage de l'application";"title-3";3013711;0;NA;0;0;0;0
"41";3900614;0;3657096;"La théorie";"title-3";3013711;0;NA;0;0;0;0
"42";3902126;0;3657116;"Rôle de l’application";"title-3";3013711;0;NA;0;0;0;0
"43";3902144;0;3657116;"Design";"title-3";3013711;0;NA;0;0;0;0
"44";3902148;0;3657116;"Fonctionnement de l’application";"title-3";3013711;0;NA;0;0;0;0
"45";3902151;0;3657116;"Utilisation de l’API OpenWeatherMap";"title-3";3013711;0;NA;0;0;0;0
"46";3902157;0;3657116;"Création de l’application";"title-3";3013711;0;NA;0;0;0;0
"47";3902252;0;3657121;"Définition de l'écran";"title-3";3013711;0;NA;0;0;0;0
"48";3902256;0;3657121;"Construction de l'écran";"title-3";3013711;0;NA;0;0;0;0
"49";3902355;0;3657126;"Déclenchement de l'action par un clic sur le bouton ";"title-3";3013711;0;NA;0;0;0;0
"50";3902360;0;3657126;"Déclenchement de l'action par validation du champ de saisie";"title-3";3013711;0;NA;0;0;0;0
"51";3902389;0;3657131;"Utilisation d'une image de fond";"title-3";3013711;0;NA;0;0;0;0
"52";3902397;0;3657131;"Modification de la couleur du texte";"title-3";3013711;0;NA;0;0;0;0
"53";3902399;0;3657131;"Définition des styles utilisés pour l'affichage des éléments de résultat";"title-3";3013711;0;NA;0;0;0;0
"54";3902417;0;3657136;"Rappel du fonctionnement de l'application";"title-3";3013711;0;NA;0;0;0;0
"55";3902427;0;3657136;"Utilisation des logs";"title-3";3013711;0;NA;0;0;0;0
"56";3902473;0;3657136;"Testez votre application";"title-3";3013711;0;NA;0;0;0;0
"57";3902638;0;3657141;"Un petit aperçu du résultat";"title-3";3013711;0;NA;0;0;0;0
"58";3902851;0;3657101;"Les conteneurs - ion-content";"title-3";3013711;0;NA;0;0;0;0
"59";3902862;0;3657101;"Les listes - ion-list";"title-3";3013711;0;NA;0;0;0;0
"60";3902870;0;3657101;"Les onglets - ion-tabs";"title-3";3013711;0;NA;0;0;0;0
"61";3902940;0;3657106;"Affichage d’un écran modal - $ionicModal";"title-3";3013711;0;NA;0;0;0;0
"62";3902959;0;3657106;"Affichage d’une fenêtre pop-up - $ionicPopup";"title-3";3013711;0;NA;0;0;0;0
"63";3902968;0;3657106;"Récupération des informations de ionic - ionic.Platform";"title-3";3013711;0;NA;0;0;0;0
"64";3903050;0;3657111;"Changez le style de la barre d’onglet";"title-3";3013711;0;NA;0;0;0;0
"65";3903072;0;3657111;"Ajoutez une icône à la liste de l’onglet Account";"title-3";3013711;0;NA;0;0;0;0
"66";3903095;0;3657111;"Modifiez les cards de l’écran Test";"title-3";3013711;0;NA;0;0;0;0
"67";3904163;0;3657161;"Éditez vos interfaces en ligne avec Ionic Creator";"title-3";3013711;0;NA;0;0;0;0
"68";3904179;0;3657161;"Enrichissez votre app avec Ionic Platform";"title-3";3013711;0;NA;0;0;0;0
"69";3904374;0;3657151;"Attribuez des fichiers dédiés pour chaque langue";"title-3";3013711;0;NA;0;0;0;0
"70";3904383;0;3657151;"Installez les librairies pour gérer les traductions";"title-3";3013711;0;NA;0;0;0;0
"71";3904403;0;3657151;"Passez à la traduction";"title-3";3013711;0;NA;0;0;0;0
"72";3904435;0;3657146;"Créez votre icône personnalisée";"title-3";3013711;0;NA;0;0;0;0
"73";3904447;0;3657146;"Créez votre splashscreen personnalisé";"title-3";3013711;0;NA;0;0;0;0
"74";3904647;0;3657141;"Ajoutez le plugin Cordova cordova-plugin-camera";"title-3";3013711;0;NA;0;0;0;0
"75";3904662;0;3657141;"Intégrez le plugin Camera";"title-3";3013711;0;NA;0;0;0;0
"76";3904687;0;3657156;"Créez votre compte sur Firebase";"title-3";3013711;0;NA;0;0;0;0
"77";3904705;0;3657156;"Intégrez Firebase dans votre application";"title-3";3013711;0;NA;0;0;0;0
